Col0,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8
6.7701e-10,2.5866e-12,2.2414e-10,1.2955e-09,8.8413e-09,4.7208e-08,1.9006e-07,5.7721e-07,1.6171e-06
5.7372e-11,2.7822e-12,2.7242e-10,1.3812e-09,9.5251e-09,4.9887e-08,1.9643e-07,6.0463e-07,1.6587e-06
1.2078e-10,2.8946e-12,3.161e-10,1.4251e-09,9.9252e-09,5.1036e-08,1.9666e-07,6.1333e-07,1.6482e-06
8.6325e-10,2.917e-12,3.5241e-10,1.4243e-09,1.0017e-08,5.0583e-08,1.9073e-07,6.0276e-07,1.5863e-06
2.2381e-09,2.8478e-12,3.7908e-10,1.379e-09,9.7937e-09,4.8557e-08,1.7901e-07,5.7359e-07,1.477e-06
4.159e-09,2.6914e-12,3.9443e-10,1.292e-09,9.2702e-09,4.5084e-08,1.6225e-07,5.2764e-07,1.327e-06
6.5053e-09,2.4576e-12,3.975e-10,1.1688e-09,8.4791e-09,4.0383e-08,1.4149e-07,4.6782e-07,1.1458e-06
9.1294e-09,2.1611e-12,3.881e-10,1.017e-09,7.4702e-09,3.4749e-08,1.1804e-07,3.9786e-07,9.4486e-07
1.1867e-08,1.8206e-12,3.6681e-10,8.4631e-10,6.3068e-09,2.8536e-08,9.3374e-08,3.2218e-07,7.3669e-07
1.4545e-08,1.4574e-12,3.3497e-10,6.6735e-10,5.0621e-09,2.2135e-08,6.9039e-08,2.4552e-07,5.3443e-07
1.6996e-08,1.0944e-12,2.9459e-10,4.9139e-10,3.8142e-09,1.5947e-08,4.6565e-08,1.7271e-07,3.5076e-07
1.9065e-08,7.544e-13,2.4819e-10,3.295e-10,2.6415e-09,1.0363e-08,2.7365e-08,1.0831e-07,1.9724e-07
2.0624e-08,4.5869e-13,1.9871e-10,1.9184e-10,1.6178e-09,5.7314e-09,1.2645e-08,5.638e-08,8.3507e-08
2.1573e-08,2.2591e-13,1.4924e-10,8.7058e-11,8.0733e-10,2.3445e-09,3.3295e-09,2.0174e-08,1.6713e-08
2.1853e-08,7.0666e-14,1.0289e-10,2.1747e-11,2.6106e-10,4.1499e-10,4.1773e-12,1.9702e-09,1.0533e-09
2.1447e-08,2.7219e-15,6.2582e-11,5.9837e-15,1.3295e-11,6.3982e-11,2.8779e-09,2.9119e-09,3.7511e-08
2.038e-08,2.6345e-14,3.084e-11,2.3202e-11,7.9607e-11,1.3136e-09,1.177e-08,2.294e-08,1.238e-07
1.8719e-08,1.4005e-13,9.6616e-12,8.9877e-11,4.5583e-10,4.0852e-09,2.6122e-08,6.0797e-08,2.5448e-07
1.6568e-08,3.3669e-13,3.7728e-13,1.9584e-10,1.1183e-09,8.2047e-09,4.5032e-08,1.141e-07,4.2137e-07
1.4064e-08,6.0392e-13,3.5704e-12,3.3444e-10,2.0255e-09,1.3413e-08,6.7312e-08,1.7951e-07,6.1396e-07
1.1362e-08,9.2494e-13,1.904e-11,4.9696e-10,3.1202e-09,1.9384e-08,9.1562e-08,2.529e-07,8.2016e-07
8.6324e-09,1.2796e-12,4.5815e-11,6.7319e-10,4.3339e-09,2.5741e-08,1.1626e-07,3.2968e-07,1.027e-06
6.0475e-09,1.6455e-12,8.2212e-11,8.5206e-10,5.5901e-09,3.2085e-08,1.3985e-07,4.0501e-07,1.2215e-06
3.7692e-09,1.9999e-12,1.2594e-10,1.0223e-09,6.81e-09,3.8018e-08,1.6085e-07,4.7416e-07,1.3914e-06
1.9408e-09,2.3203e-12,1.7426e-10,1.1733e-09,7.9169e-09,4.3167e-08,1.7795e-07,5.3279e-07,1.5261e-06
6.7701e-10,2.5866e-12,2.2414e-10,1.2955e-09,8.8413e-09,4.7208e-08,1.9006e-07,5.7721e-07,1.6171e-06
5.7372e-11,2.7822e-12,2.7242e-10,1.3812e-09,9.5251e-09,4.9887e-08,1.9643e-07,6.0463e-07,1.6587e-06
1.2078e-10,2.8946e-12,3.161e-10,1.4251e-09,9.9252e-09,5.1036e-08,1.9666e-07,6.1333e-07,1.6482e-06
8.6325e-10,2.917e-12,3.5241e-10,1.4243e-09,1.0017e-08,5.0583e-08,1.9073e-07,6.0276e-07,1.5863e-06
2.2381e-09,2.8478e-12,3.7908e-10,1.379e-09,9.7937e-09,4.8557e-08,1.7901e-07,5.7359e-07,1.477e-06
4.159e-09,2.6914e-12,3.9443e-10,1.292e-09,9.2702e-09,4.5084e-08,1.6225e-07,5.2764e-07,1.327e-06
6.5053e-09,2.4576e-12,3.975e-10,1.1688e-09,8.4791e-09,4.0383e-08,1.4149e-07,4.6782e-07,1.1458e-06
9.1294e-09,2.1611e-12,3.881e-10,1.017e-09,7.4702e-09,3.4749e-08,1.1804e-07,3.9786e-07,9.4486e-07
1.1867e-08,1.8206e-12,3.6681e-10,8.4631e-10,6.3068e-09,2.8536e-08,9.3374e-08,3.2218e-07,7.3669e-07
1.4545e-08,1.4574e-12,3.3497e-10,6.6735e-10,5.0621e-09,2.2135e-08,6.9039e-08,2.4552e-07,5.3443e-07
1.6996e-08,1.0944e-12,2.9459e-10,4.9139e-10,3.8142e-09,1.5947e-08,4.6565e-08,1.7271e-07,3.5076e-07
1.9065e-08,7.544e-13,2.4819e-10,3.295e-10,2.6415e-09,1.0363e-08,2.7365e-08,1.0831e-07,1.9724e-07
2.0624e-08,4.5869e-13,1.9871e-10,1.9184e-10,1.6178e-09,5.7314e-09,1.2645e-08,5.638e-08,8.3507e-08
2.1573e-08,2.2591e-13,1.4924e-10,8.7058e-11,8.0733e-10,2.3445e-09,3.3295e-09,2.0174e-08,1.6713e-08
2.1853e-08,7.0666e-14,1.0289e-10,2.1747e-11,2.6106e-10,4.1499e-10,4.1773e-12,1.9702e-09,1.0533e-09
2.1447e-08,2.7219e-15,6.2582e-11,5.9837e-15,1.3295e-11,6.3982e-11,2.8779e-09,2.9119e-09,3.7511e-08
2.038e-08,2.6345e-14,3.084e-11,2.3202e-11,7.9607e-11,1.3136e-09,1.177e-08,2.294e-08,1.238e-07
1.8719e-08,1.4005e-13,9.6616e-12,8.9877e-11,4.5583e-10,4.0852e-09,2.6122e-08,6.0797e-08,2.5448e-07
1.6568e-08,3.3669e-13,3.7728e-13,1.9584e-10,1.1183e-09,8.2047e-09,4.5032e-08,1.141e-07,4.2137e-07
1.4064e-08,6.0392e-13,3.5704e-12,3.3444e-10,2.0255e-09,1.3413e-08,6.7312e-08,1.7951e-07,6.1396e-07
1.1362e-08,9.2494e-13,1.904e-11,4.9696e-10,3.1202e-09,1.9384e-08,9.1562e-08,2.529e-07,8.2016e-07
8.6324e-09,1.2796e-12,4.5815e-11,6.7319e-10,4.3339e-09,2.5741e-08,1.1626e-07,3.2968e-07,1.027e-06
6.0475e-09,1.6455e-12,8.2212e-11,8.5206e-10,5.5901e-09,3.2085e-08,1.3985e-07,4.0501e-07,1.2215e-06
3.7692e-09,1.9999e-12,1.2594e-10,1.0223e-09,6.81e-09,3.8018e-08,1.6085e-07,4.7416e-07,1.3914e-06
1.9408e-09,2.3203e-12,1.7426e-10,1.1733e-09,7.9169e-09,4.3167e-08,1.7795e-07,5.3279e-07,1.5261e-06
6.7701e-10,2.5866e-12,2.2414e-10,1.2955e-09,8.8413e-09,4.7208e-08,1.9006e-07,5.7721e-07,1.6171e-06
5.7372e-11,2.7822e-12,2.7242e-10,1.3812e-09,9.5251e-09,4.9887e-08,1.9643e-07,6.0463e-07,1.6587e-06
1.2078e-10,2.8946e-12,3.161e-10,1.4251e-09,9.9252e-09,5.1036e-08,1.9666e-07,6.1333e-07,1.6482e-06
8.6325e-10,2.917e-12,3.5241e-10,1.4243e-09,1.0017e-08,5.0583e-08,1.9073e-07,6.0276e-07,1.5863e-06
2.2381e-09,2.8478e-12,3.7908e-10,1.379e-09,9.7937e-09,4.8557e-08,1.7901e-07,5.7359e-07,1.477e-06
4.159e-09,2.6914e-12,3.9443e-10,1.292e-09,9.2702e-09,4.5084e-08,1.6225e-07,5.2764e-07,1.327e-06
6.5053e-09,2.4576e-12,3.975e-10,1.1688e-09,8.4791e-09,4.0383e-08,1.4149e-07,4.6782e-07,1.1458e-06
9.1294e-09,2.1611e-12,3.881e-10,1.017e-09,7.4702e-09,3.4749e-08,1.1804e-07,3.9786e-07,9.4486e-07
1.1867e-08,1.8206e-12,3.6681e-10,8.4631e-10,6.3068e-09,2.8536e-08,9.3374e-08,3.2218e-07,7.3669e-07
1.4545e-08,1.4574e-12,3.3497e-10,6.6735e-10,5.0621e-09,2.2135e-08,6.9039e-08,2.4552e-07,5.3443e-07
1.6996e-08,1.0944e-12,2.9459e-10,4.9139e-10,3.8142e-09,1.5947e-08,4.6565e-08,1.7271e-07,3.5076e-07
1.9065e-08,7.544e-13,2.4819e-10,3.295e-10,2.6415e-09,1.0363e-08,2.7365e-08,1.0831e-07,1.9726e-07
2.0624e-08,4.5869e-13,1.9871e-10,1.9184e-10,1.6178e-09,5.7314e-09,1.2645e-08,5.638e-08,8.3484e-08
2.1573e-08,2.2591e-13,1.4924e-10,8.7058e-11,8.0733e-10,2.3445e-09,3.3295e-09,2.0174e-08,1.6599e-08
2.1853e-08,7.0666e-14,1.0289e-10,2.1747e-11,2.6106e-10,4.1499e-10,4.1773e-12,1.9701e-09,1.1118e-09
2.1447e-08,2.7219e-15,6.2582e-11,5.9837e-15,1.3295e-11,6.3982e-11,2.8779e-09,2.909e-09,3.739e-08
2.038e-08,2.6345e-14,3.084e-11,2.3202e-11,7.9607e-11,1.3136e-09,1.177e-08,2.2979e-08,1.208e-07
1.8719e-08,1.4005e-13,9.6616e-12,8.9877e-11,4.5583e-10,4.0852e-09,2.6123e-08,6.1128e-08,2.4267e-07
1.6568e-08,3.3669e-13,3.7728e-13,1.9584e-10,1.1183e-09,8.2047e-09,4.5026e-08,1.143e-07,3.9267e-07
1.4064e-08,6.0392e-13,3.5704e-12,3.3444e-10,2.0255e-09,1.3413e-08,6.7462e-08,1.7724e-07,5.6767e-07
1.1362e-08,9.2494e-13,1.904e-11,4.9696e-10,3.1202e-09,1.9384e-08,9.1903e-08,2.4355e-07,7.7461e-07
8.6324e-09,1.2796e-12,4.5815e-11,6.7319e-10,4.3339e-09,2.574e-08,1.1528e-07,3.077e-07,1.0246e-06
6.0475e-09,1.6455e-12,8.2212e-11,8.5206e-10,5.5901e-09,3.2102e-08,1.3452e-07,3.7284e-07,1.3296e-06
3.7692e-09,1.9999e-12,1.2594e-10,1.0223e-09,6.81e-09,3.8221e-08,1.4776e-07,4.5017e-07,1.7003e-06
1.9408e-09,2.3203e-12,1.7426e-10,1.1733e-09,7.9153e-09,4.2979e-08,1.6045e-07,5.5204e-07,2.1401e-06
6.7701e-10,2.5866e-12,2.2414e-10,1.2955e-09,8.8737e-09,4.4997e-08,1.8284e-07,6.9153e-07,2.6417e-06
5.7372e-11,2.7822e-12,2.7242e-10,1.3812e-09,9.5565e-09,4.3849e-08,2.2477e-07,8.7917e-07,3.1863e-06
1.2078e-10,2.8946e-12,3.161e-10,1.4251e-09,9.277e-09,4.389e-08,2.9743e-07,1.1191e-06,3.7353e-06
8.6325e-10,2.917e-12,3.5241e-10,1.4228e-09,7.8696e-09,5.1851e-08,4.0942e-07,1.4079e-06,4.2197e-06
2.2381e-09,2.8478e-12,3.7908e-10,1.4064e-09,7.7758e-09,7.4933e-08,5.6562e-07,1.7274e-06,4.5374e-06
4.159e-09,2.6914e-12,3.9443e-10,1.1704e-09,1.2869e-08,1.2295e-07,7.6047e-07,2.0302e-06,4.5988e-06
6.5053e-09,2.4576e-12,3.989e-10,6.3605e-10,3.0471e-08,2.0567e-07,9.6149e-07,2.2354e-06,4.3526e-06
9.1294e-09,2.1611e-12,3.6305e-10,7.9654e-10,7.2376e-08,3.2633e-07,1.1024e-06,2.2787e-06,3.6825e-06
1.1867e-08,1.8206e-12,1.4964e-10,4.4255e-09,1.4796e-07,4.6268e-07,1.1313e-06,2.1e-06,2.3829e-06
1.4545e-08,1.4574e-12,6.0977e-10,2.128e-08,2.4089e-07,5.5971e-07,9.4006e-07,1.5042e-06,7.8353e-07
1.6996e-08,1.7408e-12,7.0322e-09,6.4144e-08,3.0182e-07,5.6231e-07,3.9854e-07,5.4161e-07,1.4762e-08
1.9065e-08,1.594e-11,3.2239e-08,1.2011e-07,2.3514e-07,3.0823e-07,3.6608e-09,1.1352e-08,2.1888e-06
2.0624e-08,6.1478e-10,6.3072e-08,1.4101e-07,7.2678e-09,8.5317e-11,1.3283e-06,1.7539e-06,8.7201e-06
2.052e-08,1.0902e-08,2.2434e-08,1.5437e-08,6.1075e-07,9.35e-07,5.4002e-06,6.991e-06,1.7421e-05
4.0368e-08,1.7851e-08,2.5026e-07,4.0479e-07,2.6746e-06,3.9532e-06,9.4714e-06,1.3275e-05,2.3283e-05
2.8848e-08,1.5362e-07,6.6073e-07,1.6296e-06,2.9993e-06,6.0113e-06,9.1506e-06,1.5775e-05,2.1809e-05
